sq_ficha,sq_taxon,Nome Cientifico,Nome Comum,Grupo Taxonômico,Categoria de Risco,Unidades de Conservação onde ocorrem,Código CNUC
15478,1010465,Makaira nigricans,Marlin azul/Marlin negro/marlin-azul/marlin-negro,Peixes Marinhos,Em Perigo (EN),Reserva Biológica do Atol das Rocas/Área de Proteção Ambiental de Fernando de Noronha - Rocas - São Pedro e São Paulo/Área de Proteção Ambiental do Arquipélago de Trindade e Martim Vaz/Monumento Natural do Arquipelago de Trindade e Martim Vaz e Monte Columbia/Área de Proteção Ambiental do Arquipelago Sao Pedro e Sao Paulo/Monumento Natural do Arquipelago Sao Pedro e Sao Paulo,0000.00.02030000.00.00150000.00.36330000.00.36420000.00.36430000.00.3644
33369,1813497,Malacoctenus brunoi,,Peixes Marinhos,Vulnerável (VU),Área de Proteção Ambiental do Arquipélago de Trindade e Martim Vaz,0000.00.3633
9899,727352,Manta birostris,Raia-manta/mão-de-tranca/raia jamanta/raia-jamanta/raia-manta,Peixes Marinhos,Vulnerável (VU),Parque Nacional Marinho de Fernando de Noronha/Estação Ecológica de Tupinambás/PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS/PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO/APA MARINHA DO LITORAL CENTRO,0000.00.01860000.00.0064
24973,1008043,Maratecoara formosa,Killifish/Pece anual/Peixe anual/Peixe das nuvens/Peixe-da-chuva/annual fish/killifish/pearl fish/peixe anual,Peixes Continentais,Vulnerável (VU),,
25856,1440085,Maratecoara splendida,Peixe anual/annual-fish/killifish,Peixes Continentais,Vulnerável (VU),,
23205,17753,Marmosops paulensis,Brazilian slender opossum/Cuíca/Marmosa,Mamíferos,Vulnerável (VU),Parque Nacional da Serra da Bocaina/Parque Nacional da Serra dos Órgãos/Parque Nacional do Itatiaia/Parque Nacional do Caparaó/PARQUE ESTADUAL INTERVALES,0000.00.01420000.00.01520000.00.01840000.00.0160
34091,1563218,Matagaia chromatopus,Aranha/Aranha-papa-mosca/aranha-saltadora,Invertebrados Terrestres,Vulnerável (VU),Parque Nacional Marinho de Fernando de Noronha/Área de Proteção Ambiental de Fernando de Noronha - Rocas - São Pedro e São Paulo,0000.00.01860000.00.0015
15637,1319884,Maxchernes iporangae,Falso-Escorpião/Pseudoescorpião/escorpião-de-livro/falso-escorpião/pseudoescorpião,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,
9787,13112,Mazama bororo,Small red brocket/Veado-bororó de São Paulo/Veado-mateiro-pequeno/Veado-mateiro-pequeno/veado-vermelho/veado-bororó-de-São Paulo/Veado-vermelho/small red brocket,Mamíferos,Vulnerável (VU),Parque Nacional da Serra do Itajaí/PARQUE ESTADUAL CARLOS BOTELHO/PARQUE ESTADUAL DA SERRA DO TABULEIRO/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA/PARQUE ESTADUAL INTERVALES,0000.00.0150
9801,13115,Mazama nana,"Brazilian dwarf brocket/pygmy brocket/Brazilian dwarf brocket, Pygmy brocket/Corzuela enana/Veado-bororó-do-sul/veado-mão-curta",Mamíferos,Vulnerável (VU),Estação Ecológica de Mata Preta/Floresta Nacional de São Francisco de Paula/Parque Nacional da Serra do Itajaí/Parque Nacional da Serra Geral/Parque Nacional das Araucárias/Parque Nacional do Iguaçu/PARQUE ESTADUAL DO TURVO/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.02610000.00.01330000.00.01500000.00.01530000.00.02620000.00.0172
5164,2026967,Mcclungia cymo fallens,Asa de vidro/Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),,
30561,1239954,Mecistogaster pronoti,,Invertebrados de Água Doce,Criticamente em Perigo (CR),,
15057,334092,Megadontognathus kaitukaensis,,Peixes Continentais,Vulnerável (VU),,
30083,1319958,Megalobulimus cardosoi,Aruá-do-Mato,Invertebrados Terrestres,Criticamente em Perigo (CR),,
27499,1021037,Megalops atlanticus,amaripim/camburupu/camurupim/cangurupi/cangôa/pema/pirapema/pomboca/tarpão,Peixes Marinhos,Vulnerável (VU),Reserva Extrativista Marinha de Caeté-Taperaçu/Área de Proteção Ambiental Delta do Parnaíba/Reserva Biológica de Santa Isabel/Reserva Extrativista Acaú-Goiana/Reserva Extrativista Prainha do Canto Verde/ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA/ABROLHOS/ÁREA DE PROTEÇÃO AMBIENTAL DAS REENTRÂNCIAS MARANHENSES/APA MARINHA DO LITORAL SUL/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/APA MARINHA DO LITORAL CENTRO/ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO/ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE/ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AÇU/MIRITIBA/ALTO PREGUIÇAS,0000.00.02480000.00.00190000.00.01990000.00.15630000.00.1809
37635,1006785,Melanocharacidium nigrum,,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,
15775,1394538,Melanophryniscus admirabilis,Redbelly Toad/Sapinho-admirável-da-barriga-vermelha/Sapinho-admirável-de-barriga-vermelha/Sapinho-da-barriga-colorida,Anfíbios,Criticamente em Perigo (CR),,
15776,217780,Melanophryniscus cambaraensis,Brazilian Redbelly Toad/Redbelly toad/Sapinho-verde/Sapinho-verde-de-barriga-vermelha,Anfíbios,Vulnerável (VU),Floresta Nacional de São Francisco de Paula/Parque Nacional da Serra Geral,0000.00.01330000.00.0153
15777,217778,Melanophryniscus dorsalis,Sapinho-da-barriga-vermelha,Anfíbios,Vulnerável (VU),Área de Proteção Ambiental da Baleia Franca/PARQUE ESTADUAL DE ITAPEVA/ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE,0000.00.0006
15778,217775,Melanophryniscus macrogranulosus,Sapinho-narigudo-de-barriga-vermelha/Torres Redbelly Toad,Anfíbios,Em Perigo (EN),,
21867,2025756,Melanophryniscus setiba,Restinga toadlet/Sapinho-da-restinga,Anfíbios,Criticamente em Perigo (CR),,
25858,2025499,Melanorivulus crixas,Peixe anual/annual-fish/killifish,Peixes Continentais,Vulnerável (VU),,
24983,2025506,Melanorivulus illuminatus,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
25779,2025509,Melanorivulus karaja,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
25781,2025511,Melanorivulus kayapo,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
25782,2025512,Melanorivulus kunzei,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
25783,2025514,Melanorivulus litteratus,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
25786,2025521,Melanorivulus pindorama,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
24989,2025522,Melanorivulus pinima,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
25787,2025523,Melanorivulus planaltinus,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
25788,2025526,Melanorivulus rubromarginatus,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
24992,2025528,Melanorivulus rutilicaudus,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
25790,2025529,Melanorivulus salmonicaudus,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
24993,2025530,Melanorivulus scalaris,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
25792,2025532,Melanorivulus ubirajarai,Killifish/Pece anual/Peixe anual,Peixes Continentais,Vulnerável (VU),,
24994,2025534,Melanorivulus vittatus,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
34008,2024974,Melinaea mnasias thera,Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),,
36002,1319837,Melipona capixaba,abelha-sem-ferrão/pé-de-pau/uruçu-capixaba/uruçu-negra/uruçu-preta/uruçú-capixaba,Invertebrados Terrestres,Em Perigo (EN),,
36027,1319752,Melipona rufiventris,Tujuba/abelha-sem-ferrão/tuiuva/tujuva/uruçu-amarela,Invertebrados Terrestres,Em Perigo (EN),Reserva Biológica da Mata Escura/Área de Proteção Ambiental Cavernas do Peruaçu/ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES/ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS/ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO/ÁREA DE PROTEÇÃO AMBIENTAL DE UPAON-AÇU/MIRITIBA/ALTO PREGUIÇAS,0000.00.01930000.00.0002
36029,1392369,Melipona scutellaris,Uruçu/abelha-sem-ferrão/uruçu/uruçu-nordestina/uruçu-verdadeira,Invertebrados Terrestres,Em Perigo (EN),Reserva Biológica Guaribas/Parque Nacional da Serra de Itabaiana/REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé/APA PIRACICABA JUQUERí-MIRIM AREA II/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS/IRAQUARA,0000.00.01960000.00.0147
18949,7434,Mergus octosetaceus,Brazilian Merganser/Serreta Brasileña/pato-mergulhão,Aves,Criticamente em Perigo (CR),Estação Ecologica da Serra Geral do Tocantins/Parque Nacional da Chapada dos Veadeiros/Parque Nacional da Serra da Canastra/PARQUE ESTADUAL DO JALAPãO/ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,0000.00.00760000.00.01390000.00.0144
24632,7435,Merulaxis stresemanni,Macuquiño de Stresemann/Stresemann`s Bristlefront/entufado-baiano,Aves,Criticamente em Perigo (CR),,
20822,2023214,Mesoclemmys hogei,Cágado/Cágado-de-hoge/Cágado-de-hogei/Cágado-do-Paraíba/Cágado-do-Paraíba-do-Sul/Hoge's side-neckd turtle/cágado/cágado-de-hoge/cágado-do-Paraíba/cágado-do-Paraíba-do-Sul,Répteis,Criticamente em Perigo (CR),Parque Nacional da Serra da Bocaina/Área de Proteção Ambiental Bacia Hidrográfica do Rio Paraíba do Sul,0000.00.01420000.00.1521
14354,2024018,Metagonia diamantina,Aranha-de-pernas-longas/aranha-treme-treme/aranha-vibratória,Invertebrados Terrestres,Criticamente em Perigo (CR),,
34094,2024019,Metagonia potiguar,Aranha/Aranha-de-pernas-longas/aranha-treme-treme/aranha-vibratória,Invertebrados Terrestres,Criticamente em Perigo (CR),,
30172,2023617,Mico rondoni,Macaquinho-branco/Mico-de-Rondônia/Rondon’s Marmoset/Rondônia Marmoset/Sagui-branco,Mamíferos,Vulnerável (VU),Floresta Nacional do Jamari/Parque Nacional Pacaás Novos/Reserva Biológica do Jaru/Reserva Extrativista Rio Ouro Preto/RESERVA EXTRATIVISTA RIO CAUTÁRIO/ESTAÇÃO ECOLÓGICA SAMUEL,0000.00.01180000.00.01630000.00.02080000.00.0256
30676,1240334,Micrathyria borgmeieri,Libélula,Invertebrados de Água Doce,Vulnerável (VU),,
30719,1241359,Micrathyria divergens,Libélula,Invertebrados de Água Doce,Vulnerável (VU),PARQUE ESTADUAL DO RIO DOCE,
23351,2023726,Microakodontomys transitorius,Rato-do-mato/Transitional Colilargo,Mamíferos,Em Perigo (EN),Parque Nacional de Brasília,0000.00.0159
34646,1743525,Microcambeva draco,,Peixes Continentais,Em Perigo (EN),,
27037,1512196,Microglanis robustus,,Peixes Continentais,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL/ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI,
30155,1013853,Micrognathus erugatus,,Peixes Marinhos,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE,
31158,1008669,Microlepidogaster perforatus,Cascudinho,Peixes Continentais,Criticamente em Perigo (CR),,
28686,662001,Microspathodon chrysurus,Donzela-Azul,Peixes Marinhos,Vulnerável (VU),Área de Proteção Ambiental da Costa dos Corais/Parque Nacional Marinho dos Abrolhos/Reserva Extrativista do Corumbau/Monumento Natural do Arquipelago de Trindade e Martim Vaz e Monte Columbia/ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS/PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS,0000.00.00090000.00.01850000.00.02520000.00.3642
37281,2026186,Millepora laboreli,,Invertebrados Marinhos,Vulnerável (VU),PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS,
34655,1010042,Mimagoniates lateralis,Lambari-azul-listrado,Peixes Continentais,Vulnerável (VU),Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/Área de Proteção Ambiental de Guaraqueçaba/ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA/APA MARINHA DO LITORAL CENTRO/PARQUE ESTADUAL ACARAI/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.00140000.00.0017
34658,1010003,Mimagoniates sylvicola,Piaba,Peixes Continentais,Em Perigo (EN),Reserva Biológica do Córrego Grande,0000.00.0205
33972,2025017,Mimoides lysithous harrisianus,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Criticamente em Perigo (CR),Reserva Biológica de Poço das Antas,0000.00.0215
33975,2025020,Mimoides lysithous sebastianus,Borboleta/rabo-de-andorinha,Invertebrados Terrestres,Vulnerável (VU),,
9900,1020696,Mobula hypostoma,Raia-manta/jamanta-mirim/raia jamanta/raia-boca-de-gaveta/raia-jamanta/raia-manta,Peixes Marinhos,Vulnerável (VU),Estação Ecológica de Tupinambás/Parque Nacional do Superagui/Área de Proteção Ambiental de Guaraqueçaba/PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS/APA MARINHA DO LITORAL CENTRO,0000.00.00640000.00.01780000.00.0017
9906,1021807,Mobula rochebrunei,Raia-manta/jamantinha/manta-anã/raia jamanta/raia-manta,Peixes Marinhos,Vulnerável (VU),Parque Nacional do Superagui/Área de Proteção Ambiental de Guaraqueçaba,0000.00.01780000.00.0017
9910,1024855,Mobula tarapacana,Raia-manta/raia jamanta/raia- manta,Peixes Marinhos,Vulnerável (VU),Parque Nacional Marinho de Fernando de Noronha/Parque Nacional Marinho dos Abrolhos/PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS/APA MARINHA DO LITORAL CENTRO,0000.00.01860000.00.0185
9914,1020697,Mobula thurstoni,Raia-manta/raia jamanta/raia-jamanta/raia-manta,Peixes Marinhos,Vulnerável (VU),Parque Nacional Marinho de Fernando de Noronha/Reserva Biológica do Atol das Rocas/Estação Ecológica de Tupinambás/PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS/PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO/APA MARINHA DO LITORAL CENTRO,0000.00.01860000.00.02030000.00.0064
25799,458739,Moema piriana,Pece anual/Peixe anual/annual killifish,Peixes Continentais,Criticamente em Perigo (CR),,
24646,2025821,Momotus momota marcgraviana,Udu-de-coroa-azul-do-nordeste/udu-de-coroa-azul-do-nordeste,Aves,Em Perigo (EN),Reserva Biológica Guaribas,0000.00.0196
24647,2025825,Monasa morphoeus morphoeus,Chora-chuva-de-cara-branca/chora-chuva-de-cara-branca,Aves,Em Perigo (EN),Parque Nacional da Serra das Lontras/Parque Nacional Descobrimento/Reserva Biológica de Sooretama/PARQUE ESTADUAL DA SERRA DO CONDURU,0000.00.19090000.00.01710000.00.0201
26206,2024915,Monomorium delabiei,formiga,Invertebrados Terrestres,Vulnerável (VU),Parque Nacional de Boa Nova,0000.00.1908
28533,13401,Morphnus guianensis,Arpía Menor/Crested Eagle/uiraçu/uiraçu-falso,Aves,Vulnerável (VU),Reserva Extrativista do Rio Cajari/Floresta Nacional de Carajás/Reserva Biológica de Sooretama/Área de Proteção Ambiental de Guaraqueçaba/Parque Nacional da Serra da Bodoquena/Parque Nacional do Caparaó/Floresta Nacional de Mapiá-Inauini/Parque Nacional da Serra da Cutia/Reserva Biológica do Jaru/Reserva Extrativista Alto Juruá/Floresta Nacional Tefé/Parque Nacional do Viruá/Reserva Extrativista do Lago do Capanã Grande/Estação Ecologica de Maracá/Reserva Biológica do Rio Trombetas/Reserva Extrativista Tapajós-Arapiuns/Floresta Nacional de Tapajós/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ,0000.00.15180000.00.00880000.00.02010000.00.00170000.00.01430000.00.01600000.00.01260000.00.01880000.00.02080000.00.15170000.00.01120000.00.01790000.00.02420000.00.00570000.00.02100000.00.02590000.00.0123
37513,2024975,Morpho epistrophus nikolajewna,Borboleta,Invertebrados Terrestres,Criticamente em Perigo (CR),,
36963,2024976,Morpho menelaus eberti,Azul-seda/Borboleta/azulão/borboleta-azul,Invertebrados Terrestres,Criticamente em Perigo (CR),,
33980,2025068,Moschoneura pinthous methymna,Borboleta,Invertebrados Terrestres,Vulnerável (VU),Reserva Biológica de Augusto Ruschi/Parque Nacional da Serra dos Órgãos/Parque Nacional do Itatiaia,0000.00.01910000.00.01520000.00.0184
24996,2026519,Mucurilebias leitaoi,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
37285,13423,Mussismilia braziliensis,Brain-coral/Coral-cérebro/Coral-cérebro-da-Bahia,Invertebrados Marinhos,Vulnerável (VU),Parque Nacional Marinho dos Abrolhos/Reserva Extrativista do Corumbau/ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,0000.00.01850000.00.0252
37286,13422,Mussismilia harttii,Brain-coral/Coral couve-flor/Coral-vela,Invertebrados Marinhos,Em Perigo (EN),Parque Nacional Marinho dos Abrolhos/Reserva Extrativista do Corumbau/ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,0000.00.01850000.00.0252
9411,454741,Mustelus canis,Boca-de-velha/bico-doce/boca-de-velha/bodinho/cola-fina,Peixes Marinhos,Em Perigo (EN),Área de Proteção Ambiental da Baleia Franca/ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE/APA MARINHA DO LITORAL SUL,0000.00.0006
9416,456583,Mustelus fasciatus,Cação-listrado/cação-listrado/cação-malhado,Peixes Marinhos,Criticamente em Perigo (CR),Parque Nacional da Lagoa do Peixe/Área de Proteção Ambiental da Baleia Franca,0000.00.01400000.00.0006
9423,456483,Mustelus schmitti,Cação-cola-fina/boca-de-velha/canejo/cação-bico-doce/cação-sebastião/cola-fina/tubarão-bico-doce-pintado,Peixes Marinhos,Criticamente em Perigo (CR),Área de Proteção Ambiental da Baleia Franca,0000.00.0006
26210,2024920,Mycetagroicus urbanus,Formiga cultivadora de fungo/Formiga-cortadeira/formiga,Invertebrados Terrestres,Criticamente em Perigo (CR),,
26254,2301445,Mycetomoellerius atlanticus,formiga,Invertebrados Terrestres,Vulnerável (VU),RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA/APA DA ORLA MARíTIMA DA BAíA DE SEPETIBA,
26211,515527,Mycetophylax simplex,formiga,Invertebrados Terrestres,Vulnerável (VU),Área de Proteção Ambiental da Baleia Franca,0000.00.0006
30097,2026241,Mycetopoda legumen,Faquinha-arredondada/Marisco de água doce,Invertebrados Terrestres,Em Perigo (EN),Área de Proteção Ambiental de Ibirapuitã,0000.00.0021
24308,397661,Mycteroperca bonaci,Sirigado/badejo/badejo-quadrado/sirigado,Peixes Marinhos,Vulnerável (VU),Área de Proteção Ambiental Delta do Parnaíba/Área de Proteção Ambiental da Barra do Rio Mamanguape/Reserva Extrativista Acaú-Goiana/Parque Nacional Marinho dos Abrolhos/Reserva Extrativista do Corumbau/Estação Ecológica de Tamoios/Monumento Natural Arquipélago das Ilhas Cagarras/Reserva Biológica Marinha do Arvoredo/Parque Nacional Marinho das Ilhas dos Currais/ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA/ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS/ARIE DE SãO SEBASTIãO/ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS/APA MARINHA DO LITORAL NORTE/ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO/ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE/ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO/PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS/PARQUE ESTADUAL DA COSTA DO SOL,0000.00.00190000.00.00070000.00.15630000.00.01850000.00.02520000.00.00630000.00.00340000.00.02140000.00.2874
24309,397660,Mycteroperca interstitialis,Badejo/Badejo amarelo/Cabra/Cabrinha/Mané nego/Pirambeba/Sirigado/badejo/badejo-amarelo/mané-negro/Água fria,Peixes Marinhos,Vulnerável (VU),Área de Proteção Ambiental da Costa dos Corais/Parque Nacional Marinho dos Abrolhos/Estação Ecológica de Tupinambás/Monumento Natural Arquipélago das Ilhas Cagarras/Reserva Biológica Marinha do Arvoredo/Área de Proteção Ambiental do Arquipélago de Trindade e Martim Vaz/Monumento Natural do Arquipelago de Trindade e Martim Vaz e Monte Columbia,0000.00.00090000.00.01850000.00.00640000.00.00340000.00.02140000.00.36330000.00.3642
36864,458516,Mylesinus paucisquamatus,Pacu/curupeté/pacu borracha/pacu de cachoeira/pacu-couro-seco/pacu-dente-seco,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL/ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI/ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,
15731,1022901,Myliobatis freminvillei,raia-amarela/raia-manteiga/raia-sapo,Peixes Marinhos,Em Perigo (EN),Reserva Biológica Marinha do Arvoredo/ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL/APA MARINHA DO LITORAL CENTRO/APA MARINHA DO LITORAL NORTE,0000.00.0214
9894,1022902,Myliobatis goodei,Raia-sapo/raia-amarela/raia-manteiga/raia-sapo,Peixes Marinhos,Criticamente em Perigo (CR),Área de Proteção Ambiental da Barra do Rio Mamanguape/Reserva Biológica Marinha do Arvoredo/APA MARINHA DO LITORAL CENTRO,0000.00.00070000.00.0214
9895,2026047,Myliobatis ridens,Raia-sapo/emplastro-amarelo/raia-amarela/raia-manteiga/raia-sapo,Peixes Marinhos,Criticamente em Perigo (CR),Parque Nacional da Lagoa do Peixe,0000.00.0140
31159,2300841,Myloplus tiete,Pacu-prata,Peixes Continentais,Em Perigo (EN),Área de Proteção Ambiental das Ilhas e Várzeas do Rio Paraná,0000.00.0025
